Stamm,Art,prot,FimH-Variante,measure 1,measure 1_2,measure 2,measure 2_2,measure 3,measure 3_2,Median (without negativ)
5542,HFEC,RNAse,8,3962,4539,11725,11452,2583,2863,4224
5545,HFEC,RNAse,8,8661,9127,16401,17164,19866,20411,16756
5549,HFEC,RNAse,8,17553,17872,21578,22752,24060,24411,22139
5553,HFEC,RNAse,8,28491,17077,9488,9694,17600,17387,17206
5554,HFEC,RNAse,8,17016,12770,15688,13555,16119,15239,15437
5651,Mensch EPEC,RNAse,8,15450,17422,14588,16091,13543,12525,14993
5654,Mensch EPEC,RNAse,8,20473,22968,15094,16042,13340,11237,15542
5287,Mensch ETEC,RNAse,9,28370,31193,7383,619,43679,39372,29765
5695,Mensch ETEC,RNAse,9,940,3623,3458,4497,3402,5168,3479
5696,Mensch ETEC,RNAse,9,6371,6738,148,7905,2721,6605,6426
7496,Rind ETEC,RNAse,9,6013,8296,903,128,222,96,563
7504,Rind ETEC,RNAse,9,20,26,131,303,252,289,192
7508,Rind ETEC,RNAse,9,1085,1678,1530,1671,10335,6972,1675
7511,Rind ETEC,RNAse,9,9894,7271,537,411,369,3519,2012
7512,Rind ETEC,RNAse,9,14,16,11,14,14,9,-3
7515,Rind ETEC,RNAse,9,1027,106,723,1099,104,141,416
7517,Rind ETEC,RNAse,9,3962,5134,7767,13107,21944,20292,10421
7518,Rind ETEC,RNAse,9,1681,1721,24,44,319,2005,984
7520,Rind ETEC,RNAse,9,1696,3041,10536,13092,9590,8341,8939
7521,Rind ETEC,RNAse,9,1267,2493,3658,3415,11564,10766,3510
7522,Rind ETEC,RNAse,9,6615,7135,19240,13823,10283,11898,11064
7523,Rind ETEC,RNAse,9,4230,4304,16991,13637,1042,901,4241
7525,Rind ETEC,RNAse,9,4708,5756,6647,7925,11371,11334,7260
7526,Rind ETEC,RNAse,9,606,1631,542,559,3229,641,562
7529,Rind ETEC,RNAse,9,8076,7554,33218,41707,5776,5332,7753
7534,Rind ETEC,RNAse,9,35561,38473,58248,57686,11888,9020,36955
7543,Schwein ETEC,RNAse,9,14,11,11,14,24,11,-4
5538,HFEC,RNAse,10,4319,4574,1139,1522,1595,3044,2303
5986,Schwein EPEC,RNAse,11,41569,39250,29900,39471,47315,49155,40504
5987,Schwein EPEC,RNAse,11,77419,39585,30967,33699,21964,27884,32317
6580,Rind Kommensale,RNAse,12,10645,9458,27185,25226,4237,3628,10035
6598,Rind Kommensale,RNAse,12,115,89,49,49,19,21,23
7498,Rind ETEC,RNAse,13,86428,92023,43308,46507,20495,21496,44908
7502,Rind ETEC,RNAse,13,1537,188,18800,10753,15185,12126,11440
7530,Rind ETEC,RNAse,13,36531,32556,13860,13484,22603,22165,22358
7531,Rind ETEC,RNAse,13,25652,26680,17501,17144,19078,19331,19178
7499,Rind EPEC,RNAse,14,28964,16925,40271,37038,31173,29883,30528
7513,Rind EPEC,RNAse,14,2390,2883,16158,14479,190,163,2610
7532,Rind EPEC,RNAse,14,17595,19235,11594,11631,17263,14920,16065
7555,Rind EPEC,RNAse,15,30301,25056,21090,19026,16421,15408,20032
5539,HFEC,RNAse,16,31580,32951,22103,21838,18284,25729,23900
7536,Schwein ETEC,RNAse,17,43547,75872,96494,74669,14269,12453,59108
7497,Rind EPEC,RNAse,18,147593,163046,80710,70445,17142,23978,75578
5541,HFEC,RNAse,19,23242,22061,18903,16580,26289,25484,22625
5537,HFEC,RNAse,20,18306,20815,58250,66662,26036,29937,27970
5531,HFEC,RNAse,21,113761,91198,127777,124315,18051,14137,102480
5212,Mensch EPEC,RNAse,22,19220,18774,39471,42369,23317,19663,21474
5210,Mensch EPEC,RNAse,23,92004,90571,24355,24167,16877,17275,24261
4781,Schwein Kommensale,RNAse,24,104,94,26,31,7660,8594,73
6605,Rind Kommensale,RNAse,25,16300,18301,15004,14504,16456,13501,15626
5994,Schwein EPEC,RNAse,26,89,108,29,49,24,34,15
5548,HFEC,RNAse,27,25020,24409,14467,14940,18538,22680,20583
5528,HFEC,RNAse,28,377,374,40,26,933,423,376
4315,Schwein Kommensale,RNAse,29,8919,16217,14283,4119,7797,7116,8358
4127,Schwein Kommensale,RNAse,30,247,148,84,44,99,79,65
2340,Pantoea agglomerans,RNAse,-,13,121,262,259,205,163,122
2345,Serratia liquefaciens,RNAse,-,16588,21642,24278,27629,2478,2843,19053
2350,Buttiauxella izardii,RNAse,-,100,127,229,262,267,247,176
2351,Buttiauxella izardii,RNAse,-,90,87,174,188,301,203,119
2354,Pantoea agglomerans,RNAse,-,252,161,306,100,242,210,164
2375,Serratia liquefaciens,RNAse,-,57574,53644,35740,26570,7410,5528,31093
2376,Pantoea agglomerans,RNAse,-,175,26,212,266,324,163,132
2381,Pantoea agglomerans,RNAse,-,134,70,182,36,128,237,69
2387,Buttiauxella agrestis,RNAse,-,91,79,64,59,26,24,35
2391,Serratia liquefaciens,RNAse,-,18399,14613,1718,1314,1344,1542,1568
2392,Buttiauxella gaviniae,RNAse,-,125,84,46,59,54,19,30
2394,Buttiauxella gaviniae,RNAse,-,61,79,49,56,29,14,26
2395,Buttiauxella gaviniae,RNAse,-,94,138,51,46,11,46,22
2398,Buttiauxella gaviniae,RNAse,-,148,101,44,34,31,46,19
2406,Serratia liquefaciens,RNAse,-,16504,14754,1199,53,7863,6543,7141
2407,Buttiauxella gaviniae,RNAse,-,154,90,114,293,195,393,113
2416,Buttiauxella gaviniae,RNAse,-,128,121,225,303,301,190,146
2430,Pantoea agglomerans,RNAse,-,161,235,235,481,237,217,173
2899,Serratia liquefaciens,RNAse,-,25370,27858,3054,17752,4626,5335,11482
2901,Serratia fonticola,RNAse,-,46,77,66,252,6,6,15
2903,Serratia fonticola,RNAse,-,13,77,283,883,13,13,4
2904,Serratia fonticola,RNAse,-,195,208,229,525,6,6,160
2910,Pantoea agglomerans,RNAse,-,3,40,33,13,0,0,-34
2915,Pantoea agglomerans,RNAse,-,66,43,13,347,6,6,-14
2916,Pantoea agglomerans,RNAse,-,43,6,26,249,3,0,-26
2918,Pantoea agglomerans,RNAse,-,50,43,184,20,6,0,-10
2924,Buttiauxella gaviniae,RNAse,-,90,144,174,107,183,188,97
2926,Serratia fonticola,RNAse,-,6,53,977,613,87,43,29
3053,Pantoea agglomerans,RNAse,-,107,13,404,60,6,13,-5
3268,Proteus mirabilis,RNAse,-,54068,41525,68096,76048,42168,35848,48077
3279,MRSA,RNAse,-,84,107,53,36,44,39,49
3280,MRSA,RNAse,-,144,90,20,23,84,49,67
3281,MRSA,RNAse,-,303,357,100,104,44,14,102
3282,MRSA,RNAse,-,101,56,13,6,39,19,29
3283,MRSA,RNAse,-,869,680,4398,7989,44,24,775
3284,MRSA,RNAse,-,328,316,125,168,259,321,271
3285,MRSA,RNAse,-,96,81,232,212,120,143,115
3286,MRSA,RNAse,-,133,59,104,115,59,69,70
3287,MRSA,RNAse,-,56,29,34,11,34,36,18
3288,MRSA,RNAse,-,274,319,163,101,69,91,116
3312,Proteus mirabilis,RNAse,-,30373,102407,29166,27797,43601,44481,36946
3323,Proteus mirabilis,RNAse,-,29260,28266,30653,30427,40143,39391,30499
3341,Proteus mirabilis,RNAse,-,46888,50013,67034,87998,55902,78347,61427
3362,Proteus mirabilis,RNAse,-,63352,53950,64809,68022,47090,41851,58610
3365,Proteus mirabilis,RNAse,-,23165,34095,48752,50997,20856,17215,28589
4142,Serratia fonticola,RNAse,-,101,74,815,40,6,6,16
4444,Schwein Kommensale,RNAse,-,175,63,397,1631,6,6,78
5203,Mensch ETEC,RNAse,-,9,0,3,6,4,4,4
5551,HFEC,RNAse,-,3748,3236,2463,2477,3114,3269,3134
5686,Mensch ETEC,RNAse,-,101,67,259,242,6,6,43
7537,Schwein ETEC,RNAse,-,0,0,20,13,0,0,0
7538,Schwein ETEC,RNAse,-,6,9,0,0,9,4,5
7539,Schwein ETEC,RNAse,-,0,0,6,0,0,0,0
7540,Schwein ETEC,RNAse,-,16,9,24,24,14,14,-2
7541,Schwein ETEC,RNAse,-,14,14,14,14,4,9,-3
7542,Schwein ETEC,RNAse,-,21,16,14,16,21,21,2
7544,Schwein ETEC,RNAse,-,14,19,6,14,21,24,0
7545,Schwein ETEC,RNAse,-,53,40,222,168,9,47,9
7547,Schwein ETEC,RNAse,-,23,16,134,107,6,0,-22
7548,Schwein ETEC,RNAse,-,6,47,131,155,26,6,-5
7568,Proteus mirabilis,RNAse,-,26546,101260,64023,68453,51108,58451,61196
7574,Proteus mirabilis,RNAse,-,41750,24672,67499,61184,5184,27494,34581
7596,Proteus mirabilis,RNAse,-,18695,9442,11741,10831,18537,23840,15098
7597,Proteus mirabilis,RNAse,-,20017,25124,16224,14458,17421,9132,16781
91,Schwein Kommensale,Bsa,1,90,0,9,6,148,208,44
5547,HFEC,Bsa,1,961,1067,1267,591,541,1168,965
5682,Mensch ETEC,Bsa,1,76,128,86,56,31,29,17
5689,Mensch ETEC,Bsa,1,143,89,76,69,41,19,24
5690,Mensch ETEC,Bsa,1,84,64,89,84,29,41,25
5691,Mensch ETEC,Bsa,1,6,6,141,151,252,193,140
5998,Schwein EPEC,Bsa,1,79,31,64,59,24,29,-4
6586,Rind Kommensale,Bsa,1,16,16,3,23,14,11,9
6595,Rind Kommensale,Bsa,1,74,69,76,64,29,26,18
7501,Rind EPEC,Bsa,1,4,0,26,24,6,6,6
7503,Rind EPEC,Bsa,1,0,0,14,31,13,13,13
7506,Rind EPEC,Bsa,1,9,14,47,33,6,11,6
7507,Rind EPEC,Bsa,1,14,16,6,23,9,14,8
7509,Rind EPEC,Bsa,1,6,11,0,0,6,4,-2
7514,Rind EPEC,Bsa,1,155,215,97,148,178,188,161
7516,Rind EPEC,Bsa,1,165,182,188,138,200,282,179
7528,Rind EPEC,Bsa,1,225,259,208,161,198,208,202
7551,Schwein ETEC,Bsa,1,76,44,51,59,29,46,-1
122,Schwein Kommensale,Bsa,2,0,6,13,0,180,120,4
136,Schwein Kommensale,Bsa,2,16,20,117,225,108,153,107
4297,Schwein Kommensale,Bsa,2,9,0,19,44,40,6,14
4318,Schwein Kommensale,Bsa,2,29,9,0,0,14,4,0
4320,Schwein Kommensale,Bsa,2,36,34,6,0,9,0,1
4401,Schwein Kommensale,Bsa,2,34,14,6,43,9,14,8
4445,Schwein Kommensale,Bsa,2,6,6,13,20,636,491,-19
4732,Schwein Kommensale,Bsa,2,20,20,13,104,337,33,-9
5200,Mensch ETEC,Bsa,2,0,0,106,215,104,377,105
5201,Mensch ETEC,Bsa,2,14,0,11,9,13,16,12
5204,Mensch ETEC,Bsa,2,0,4,14,14,20,6,10
5205,Mensch ETEC,Bsa,2,21,14,6,13,9,4,5
5263,Mensch EPEC,Bsa,2,19,19,0,6,14,2,4
5268,Mensch EPEC,Bsa,2,24,24,13,46,11,4,12
5281,Mensch EPEC,Bsa,2,19,14,0,20,4,9,5
5282,Mensch EPEC,Bsa,2,6,9,6,6,26,53,-28
5285,Mensch EPEC,Bsa,2,33,0,16,13,63,80,-11
5289,Mensch EPEC,Bsa,2,26,26,73,6,13,26,-9
5527,HFEC,Bsa,2,0,2,11,11,3,3,3
5529,HFEC,Bsa,2,0,0,24,29,13,19,16
5536,HFEC,Bsa,2,36,16,53,6,16,9,10
5543,HFEC,Bsa,2,16,6,77,219,125,277,95
5631,Mensch EPEC,Bsa,2,155,13,47,155,160,200,149
5637,Mensch ETEC,Bsa,2,29,14,33,29,6,9,15
5638,Mensch ETEC,Bsa,2,6,3,16,114,158,138,59
5652,Mensch EPEC,Bsa,2,3,33,77,0,173,210,49
5655,Mensch EPEC,Bsa,2,0,53,161,117,173,197,133
5680,Mensch ETEC,Bsa,2,0,107,154,168,193,217,155
5692,Mensch ETEC,Bsa,2,6,144,100,195,173,158,145
5981,Schwein EPEC,Bsa,2,0,0,24,19,33,6,13
5982,Schwein EPEC,Bsa,2,9,9,0,0,13,13,9
5983,Schwein EPEC,Bsa,2,4,2,14,21,19,53,17
5984,Schwein EPEC,Bsa,2,0,39,9,16,40,33,25
5985,Schwein EPEC,Bsa,2,21,24,0,6,16,9,6
5988,Schwein EPEC,Bsa,2,24,19,6,0,6,2,-1
5989,Schwein EPEC,Bsa,2,13,175,87,80,175,193,125
5990,Schwein EPEC,Bsa,2,178,178,121,114,208,193,172
5991,Schwein EPEC,Bsa,2,201,997,13,104,175,213,182
5992,Schwein EPEC,Bsa,2,205,154,151,80,198,120,147
5996,Schwein EPEC,Bsa,2,6,0,16,29,73,20,-17
5997,Schwein EPEC,Bsa,2,6,20,128,323,627,20,39
5999,Schwein EPEC,Bsa,2,0,9,151,222,245,13,47
6573,Rind Kommensale,Bsa,2,4,29,16,39,23,19,21
6576,Rind Kommensale,Bsa,2,4,4,16,24,40,13,15
6583,Rind Kommensale,Bsa,2,19,19,13,0,21,14,10
6587,Rind Kommensale,Bsa,2,11,9,20,23,0,4,4
6588,Rind Kommensale,Bsa,2,259,228,215,229,254,183,223
6589,Rind Kommensale,Bsa,2,212,279,215,141,183,153,192
6590,Rind Kommensale,Bsa,2,202,390,238,309,198,155,214
6592,Rind Kommensale,Bsa,2,195,168,182,138,145,185,169
6593,Rind Kommensale,Bsa,2,161,209,171,209,220,234,203
6594,Rind Kommensale,Bsa,2,6,0,6,232,101,26,-19
6597,Rind Kommensale,Bsa,2,0,6,670,596,6,13,-26
6602,Rind Kommensale,Bsa,2,313,1341,144,144,40,13,109
6604,Rind Kommensale,Bsa,2,6,3,242,144,212,97,86
7500,Rind EPEC,Bsa,2,0,14,21,44,20,9,17
7505,Rind EPEC,Bsa,2,19,14,3,13,9,6,5
7510,Rind EPEC,Bsa,2,21,16,3,19,14,14,9
7524,Rind EPEC,Bsa,2,13,3,161,6,26,60,-16
7527,Rind EPEC,Bsa,2,13,23,181,151,36,19,-6
7533,Rind EPEC,Bsa,2,16,13,134,185,36,47,7
7546,Schwein ETEC,Bsa,2,6,0,13,47,16,23,-21
7549,Schwein ETEC,Bsa,2,161,178,141,201,165,302,166
7550,Schwein ETEC,Bsa,2,138,195,107,249,180,188,178
7554,Schwein ETEC,Bsa,2,128,137,175,107,168,170,147
148,Schwein Kommensale,Bsa,3,6,13,6,175,140,143,71
4298,Schwein Kommensale,Bsa,3,0,0,120,86,9,3,6
5206,Mensch ETEC,Bsa,3,16,29,0,0,9,24,6
5288,Mensch ETEC,Bsa,3,39,9,20,26,4,4,8
5532,HFEC,Bsa,3,205,46,143,185,43,80,112
4136,Schwein Kommensale,Bsa,4,94,74,106,56,39,16,16
4374,Schwein Kommensale,Bsa,4,29,19,9,6,7,4,2
5211,Mensch EPEC,Bsa,4,34,6,69,79,23,46,40
5267,Mensch EPEC,Bsa,4,19,14,9,40,14,14,8
5993,Schwein EPEC,Bsa,4,99,36,128,111,19,26,19
6584,Rind Kommensale,Bsa,4,16,4,6,0,6,9,-1
7535,Schwein ETEC,Bsa,4,0,0,2,0,3,0,0
7553,Schwein ETEC,Bsa,4,84,64,71,81,34,49,19
4305,Schwein Kommensale,Bsa,5,0,2,14,16,0,0,1
5202,Mensch ETEC,Bsa,5,0,2,0,2,6,0,1
4310,Schwein Kommensale,Bsa,6,0,4,29,4,9,53,7
4418,Schwein Kommensale,Bsa,6,66,64,46,84,31,24,6
5980,Schwein EPEC,Bsa,6,0,0,0,0,6,9,0
6596,Rind Kommensale,Bsa,6,99,89,118,106,29,29,45
7552,Schwein ETEC,Bsa,6,69,61,101,79,29,29,16
5207,Mensch EPEC,Bsa,7,2,0,14,29,6,124,10
5283,Mensch EPEC,Bsa,7,69,74,36,36,34,34,-13
5284,Mensch EPEC,Bsa,7,69,74,9,56,29,31,-6
5995,Schwein EPEC,Bsa,7,91,74,49,49,36,29,0
7519,Rind EPEC,Bsa,7,64,106,64,49,41,34,8
5208,Mensch EPEC,Bsa,8,0,0,21,16,6,40,11
5209,Mensch EPEC,Bsa,8,2,0,16,14,46,36,15
5540,HFEC,Bsa,8,104,59,14,46,26,24,-13
5542,HFEC,Bsa,8,69,99,36,104,21,24,4
5545,HFEC,Bsa,8,86,103,71,99,49,34,30
5549,HFEC,Bsa,8,74,84,89,44,34,31,10
5553,HFEC,Bsa,8,76,84,99,89,61,54,31
5554,HFEC,Bsa,8,86,79,41,69,26,19,6
5651,Mensch EPEC,Bsa,8,54,59,69,86,21,26,8
5654,Mensch EPEC,Bsa,8,94,89,51,51,36,29,2
5287,Mensch ETEC,Bsa,9,24,19,6,0,4,24,6
5695,Mensch ETEC,Bsa,9,6,205,205,316,203,190,198
5696,Mensch ETEC,Bsa,9,249,124,229,178,143,190,178
7496,Rind ETEC,Bsa,9,0,0,0,4,0,0,0
7504,Rind ETEC,Bsa,9,0,0,9,9,6,6,6
7508,Rind ETEC,Bsa,9,0,0,14,14,3,6,5
7511,Rind ETEC,Bsa,9,19,4,3,0,9,9,0
7512,Rind ETEC,Bsa,9,11,14,13,0,2,4,1
7515,Rind ETEC,Bsa,9,14,6,6,0,6,4,-1
7517,Rind ETEC,Bsa,9,11,16,26,0,9,14,6
7518,Rind ETEC,Bsa,9,16,24,16,3,9,9,6
7520,Rind ETEC,Bsa,9,89,74,76,64,9,16,20
7521,Rind ETEC,Bsa,9,74,79,56,41,26,34,-1
7522,Rind ETEC,Bsa,9,113,74,49,59,16,39,5
7523,Rind ETEC,Bsa,9,79,49,64,89,34,24,8
7525,Rind ETEC,Bsa,9,84,81,29,64,19,19,-3
7526,Rind ETEC,Bsa,9,175,147,171,161,208,366,167
7529,Rind ETEC,Bsa,9,188,161,191,155,170,143,160
7534,Rind ETEC,Bsa,9,171,198,252,208,193,257,197
7543,Schwein ETEC,Bsa,9,9,6,0,6,2,11,-1
5538,HFEC,Bsa,10,14,9,3,0,21,14,5
5986,Schwein EPEC,Bsa,11,29,19,0,0,11,14,6
5987,Schwein EPEC,Bsa,11,29,21,0,0,19,14,10
6580,Rind Kommensale,Bsa,12,9,19,0,6,14,9,3
6598,Rind Kommensale,Bsa,12,84,91,81,94,24,24,34
7498,Rind ETEC,Bsa,13,118,173,24,14,33,40,37
7502,Rind ETEC,Bsa,13,4,4,34,9,56,53,22
7530,Rind ETEC,Bsa,13,74,64,49,69,19,31,8
7531,Rind ETEC,Bsa,13,69,81,59,14,21,29,-5
7499,Rind EPEC,Bsa,14,0,14,131,36,20,6,17
7513,Rind EPEC,Bsa,14,113,44,51,66,14,31,-2
7532,Rind EPEC,Bsa,14,76,59,74,89,34,24,18
7555,Rind EPEC,Bsa,15,115,79,94,108,24,31,38
5539,HFEC,Bsa,16,24,16,0,53,14,6,9
7536,Schwein ETEC,Bsa,17,0,0,118,64,9,16,13
7497,Rind EPEC,Bsa,18,0,4,29,24,23,23,23
5541,HFEC,Bsa,19,44,94,74,104,34,39,10
5537,HFEC,Bsa,20,26,21,3,9,11,9,4
5531,HFEC,Bsa,21,0,6,0,26,0,20,3
5212,Mensch EPEC,Bsa,22,16,19,23,56,14,11,11
5210,Mensch EPEC,Bsa,23,4,4,31,29,50,80,30
4781,Schwein Kommensale,Bsa,24,46,69,69,81,21,26,9
6605,Rind Kommensale,Bsa,25,81,79,59,59,16,19,10
5994,Schwein EPEC,Bsa,26,69,59,84,51,21,39,6
5548,HFEC,Bsa,27,44,84,74,89,24,34,10
5528,HFEC,Bsa,28,0,0,11,9,9,13,9
4315,Schwein Kommensale,Bsa,29,0,0,11,9,13,6,8
4127,Schwein Kommensale,Bsa,30,111,113,79,24,59,41,20
2340,Pantoea agglomerans,Bsa,-,168,202,164,154,178,232,167
2345,Serratia liquefaciens,Bsa,-,286,242,400,212,190,163,221
2350,Buttiauxella izardii,Bsa,-,138,191,168,104,195,165,161
2351,Buttiauxella izardii,Bsa,-,137,151,151,134,143,190,141
2354,Pantoea agglomerans,Bsa,-,238,178,323,188,244,217,222
2375,Serratia liquefaciens,Bsa,-,2996,4001,2834,1864,180,247,2343
2376,Pantoea agglomerans,Bsa,-,182,134,235,340,173,192,181
2381,Pantoea agglomerans,Bsa,-,26,141,3,53,178,148,91
2387,Buttiauxella agrestis,Bsa,-,61,84,44,103,24,19,4
2391,Serratia liquefaciens,Bsa,-,2582,3128,1449,919,210,207,1178
2392,Buttiauxella gaviniae,Bsa,-,74,120,29,79,46,16,11
2394,Buttiauxella gaviniae,Bsa,-,84,79,74,74,16,16,25
2395,Buttiauxella gaviniae,Bsa,-,59,94,98,21,26,26,-7
2398,Buttiauxella gaviniae,Bsa,-,74,71,41,19,113,49,11
2406,Serratia liquefaciens,Bsa,-,1483,2312,5312,2854,603,631,1892
2407,Buttiauxella gaviniae,Bsa,-,120,90,90,205,222,198,153
2416,Buttiauxella gaviniae,Bsa,-,128,114,195,181,299,165,167
2430,Pantoea agglomerans,Bsa,-,195,235,208,235,180,153,196
2899,Serratia liquefaciens,Bsa,-,2686,1675,10895,11960,2345,2003,2510
2901,Serratia fonticola,Bsa,-,100,185,229,20,6,19,25
2903,Serratia fonticola,Bsa,-,20,121,53,235,0,265,52
2904,Serratia fonticola,Bsa,-,134,6,56,532,6,195,60
2910,Pantoea agglomerans,Bsa,-,6,6,13,9,6,124,-28
2915,Pantoea agglomerans,Bsa,-,6,43,6,13,13,141,-22
2916,Pantoea agglomerans,Bsa,-,9,36,43,0,3,90,-13
2918,Pantoea agglomerans,Bsa,-,9,6,9,6,6,100,-28
2924,Buttiauxella gaviniae,Bsa,-,127,67,178,137,108,140,126
2926,Serratia fonticola,Bsa,-,47,394,94,451,131,83,78
3053,Pantoea agglomerans,Bsa,-,377,522,9,13,84,87,51
3268,Proteus mirabilis,Bsa,-,34985,41123,64057,62304,4328,8606,38019
3279,MRSA,Bsa,-,9,4,31,31,47,77,31
3280,MRSA,Bsa,-,4,26,74,111,46,114,60
3281,MRSA,Bsa,-,2,9,110,188,60,63,62
3282,MRSA,Bsa,-,14,14,36,74,26,53,31
3283,MRSA,Bsa,-,19,41,168,239,161,90,126
3284,MRSA,Bsa,-,339,487,1011,910,224,378,426
3285,MRSA,Bsa,-,84,91,2029,2777,165,170,161
3286,MRSA,Bsa,-,41,69,53,63,16,14,41
3287,MRSA,Bsa,-,36,34,57,10,21,24,23
3288,MRSA,Bsa,-,232,227,131,60,56,64,91
3312,Proteus mirabilis,Bsa,-,39408,22717,26119,26830,17182,17023,24383
3323,Proteus mirabilis,Bsa,-,43850,33845,29304,54415,20027,19552,31540
3341,Proteus mirabilis,Bsa,-,46136,38457,30990,27676,5380,4897,29298
3362,Proteus mirabilis,Bsa,-,34513,40004,62877,84341,28421,35483,37709
3365,Proteus mirabilis,Bsa,-,7483,9041,50539,61576,6816,6499,8227
4142,Serratia fonticola,Bsa,-,6,47,147,6,249,117,47
4444,Schwein Kommensale,Bsa,-,19,6,26,235,218,437,87
5203,Mensch ETEC,Bsa,-,0,0,4,2,9,0,1
5551,HFEC,Bsa,-,1236,1405,3390,1688,3572,2413,2016
5686,Mensch ETEC,Bsa,-,13,0,212,913,73,101,52
7537,Schwein ETEC,Bsa,-,0,0,4,9,0,9,2
7538,Schwein ETEC,Bsa,-,4,0,4,0,6,3,4
7539,Schwein ETEC,Bsa,-,0,0,0,6,0,0,0
7540,Schwein ETEC,Bsa,-,14,6,0,0,2,4,-4
7541,Schwein ETEC,Bsa,-,19,24,0,0,0,2,-6
7542,Schwein ETEC,Bsa,-,9,16,0,0,6,6,-1
7544,Schwein ETEC,Bsa,-,9,11,0,0,0,9,-2
7545,Schwein ETEC,Bsa,-,3,23,647,242,33,53,8
7547,Schwein ETEC,Bsa,-,6,6,16,259,20,20,-17
7548,Schwein ETEC,Bsa,-,36,0,107,121,19,16,-8
7568,Proteus mirabilis,Bsa,-,33758,37756,82305,78374,46534,47040,46752
7574,Proteus mirabilis,Bsa,-,47792,26027,77042,74147,12145,4436,36875
7596,Proteus mirabilis,Bsa,-,16316,18048,11710,13993,4490,8279,12817
7597,Proteus mirabilis,Bsa,-,26675,25000,18776,14583,8242,10652,16645

